nohup: ignoring input
Some weights of RobertaModel were not initialized from the model checkpoint at roberta-base and are newly initialized: ['pooler.dense.bias', 'pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
The new embeddings will be initialized from a multivariate normal distribution that has old embeddings' mean and covariance. As described in this article: https://nlp.stanford.edu/~johnhew/vocab-expansion.html. To disable this, use `mean_resizing=False`
/home/ethanbobrik/explainable-misinfo-ai/baseline_model/training/train_twophase.py:540: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler() if use_amp else None
[train] Using device: cuda
[load_dataset] Loading dataset from /home/ethanbobrik/explainable-misinfo-ai/data/processed/final_datasets
[load_dataset] Found parquet files, loading from parquet
[train] Using backbone: roberta-base
[tokenize] Added 4 special tokens to tokenizer.
[lora_utils] Applied PEFT LoRA to encoder.
[train] Detected 12 transformer layers
[Phase 1] Head-only training
  Trainable: 397,063 | Frozen: 124,943,616 | Total: 125,340,679
Phase1 Epoch 2/10:  31%|███       | 386/1239 [03:20<02:09,  6.60it/s, Loss=0.6073, Acc=65.32%]
Phase1 Epoch 2/10:  31%|███       | 386/1239 [03:20<02:09,  6.60it/s, Loss=0.6071, Acc=65.33%]
Phase1 Epoch 2/10:  31%|███       | 387/1239 [03:20<02:07,  6.68it/s, Loss=0.6071, Acc=65.33%]
Phase1 Epoch 2/10:  31%|███       | 387/1239 [03:21<02:07,  6.68it/s, Loss=0.6074, Acc=65.31%]
Phase1 Epoch 2/10:  31%|███▏      | 388/1239 [03:21<01:59,  7.11it/s, Loss=0.6074, Acc=65.31%]
Phase1 Epoch 2/10:  31%|███▏      | 388/1239 [03:21<01:59,  7.11it/s, Loss=0.6075, Acc=65.30%]
Phase1 Epoch 2/10:  31%|███▏      | 389/1239 [03:21<02:10,  6.50it/s, Loss=0.6075, Acc=65.30%]
Phase1 Epoch 2/10:  31%|███▏      | 389/1239 [03:21<02:10,  6.50it/s, Loss=0.6076, Acc=65.26%]
Phase1 Epoch 2/10:  31%|███▏      | 390/1239 [03:21<02:06,  6.72it/s, Loss=0.6076, Acc=65.26%]
Phase1 Epoch 2/10:  31%|███▏      | 390/1239 [03:21<02:06,  6.72it/s, Loss=0.6076, Acc=65.27%]
Phase1 Epoch 2/10:  32%|███▏      | 391/1239 [03:21<02:00,  7.02it/s, Loss=0.6076, Acc=65.27%]
Phase1 Epoch 2/10:  32%|███▏      | 391/1239 [03:21<02:00,  7.02it/s, Loss=0.6077, Acc=65.26%]
Phase1 Epoch 2/10:  32%|███▏      | 392/1239 [03:21<02:11,  6.45it/s, Loss=0.6077, Acc=65.26%]
Phase1 Epoch 2/10:  32%|███▏      | 392/1239 [03:21<02:11,  6.45it/s, Loss=0.6079, Acc=65.24%]
Phase1 Epoch 2/10:  32%|███▏      | 393/1239 [03:21<02:08,  6.57it/s, Loss=0.6079, Acc=65.24%]
Phase1 Epoch 2/10:  32%|███▏      | 393/1239 [03:21<02:08,  6.57it/s, Loss=0.6081, Acc=65.23%]
Phase1 Epoch 2/10:  32%|███▏      | 394/1239 [03:21<02:00,  7.02it/s, Loss=0.6081, Acc=65.23%]
Phase1 Epoch 2/10:  32%|███▏      | 394/1239 [03:22<02:00,  7.02it/s, Loss=0.6081, Acc=65.25%]
Phase1 Epoch 2/10:  32%|███▏      | 395/1239 [03:22<02:09,  6.50it/s, Loss=0.6081, Acc=65.25%]
Phase1 Epoch 2/10:  32%|███▏      | 395/1239 [03:22<02:09,  6.50it/s, Loss=0.6082, Acc=65.24%]
Phase1 Epoch 2/10:  32%|███▏      | 396/1239 [03:22<02:07,  6.63it/s, Loss=0.6082, Acc=65.24%]
Phase1 Epoch 2/10:  32%|███▏      | 396/1239 [03:22<02:07,  6.63it/s, Loss=0.6084, Acc=65.23%]
Phase1 Epoch 2/10:  32%|███▏      | 397/1239 [03:22<02:00,  6.98it/s, Loss=0.6084, Acc=65.23%]
Phase1 Epoch 2/10:  32%|███▏      | 397/1239 [03:22<02:00,  6.98it/s, Loss=0.6082, Acc=65.26%]
Phase1 Epoch 2/10:  32%|███▏      | 398/1239 [03:22<02:11,  6.37it/s, Loss=0.6082, Acc=65.26%]
Phase1 Epoch 2/10:  32%|███▏      | 398/1239 [03:22<02:11,  6.37it/s, Loss=0.6082, Acc=65.24%]
Phase1 Epoch 2/10:  32%|███▏      | 399/1239 [03:22<02:09,  6.50it/s, Loss=0.6082, Acc=65.24%]
Phase1 Epoch 2/10:  32%|███▏      | 399/1239 [03:22<02:09,  6.50it/s, Loss=0.6079, Acc=65.26%]
Phase1 Epoch 2/10:  32%|███▏      | 400/1239 [03:22<02:06,  6.66it/s, Loss=0.6079, Acc=65.26%]
Phase1 Epoch 2/10:  32%|███▏      | 400/1239 [03:23<02:06,  6.66it/s, Loss=0.6079, Acc=65.27%]
Phase1 Epoch 2/10:  32%|███▏      | 401/1239 [03:23<02:09,  6.48it/s, Loss=0.6079, Acc=65.27%]
Phase1 Epoch 2/10:  32%|███▏      | 401/1239 [03:23<02:09,  6.48it/s, Loss=0.6080, Acc=65.24%]
Phase1 Epoch 2/10:  32%|███▏      | 402/1239 [03:23<02:06,  6.64it/s, Loss=0.6080, Acc=65.24%]
Phase1 Epoch 2/10:  32%|███▏      | 402/1239 [03:23<02:06,  6.64it/s, Loss=0.6079, Acc=65.25%]
Phase1 Epoch 2/10:  33%|███▎      | 403/1239 [03:23<02:01,  6.85it/s, Loss=0.6079, Acc=65.25%]
Phase1 Epoch 2/10:  33%|███▎      | 403/1239 [03:23<02:01,  6.85it/s, Loss=0.6083, Acc=65.22%]
Phase1 Epoch 2/10:  33%|███▎      | 404/1239 [03:23<02:08,  6.50it/s, Loss=0.6083, Acc=65.22%]
Phase1 Epoch 2/10:  33%|███▎      | 404/1239 [03:23<02:08,  6.50it/s, Loss=0.6080, Acc=65.24%]
Phase1 Epoch 2/10:  33%|███▎      | 405/1239 [03:23<02:06,  6.61it/s, Loss=0.6080, Acc=65.24%]
Phase1 Epoch 2/10:  33%|███▎      | 405/1239 [03:23<02:06,  6.61it/s, Loss=0.6078, Acc=65.26%]
Phase1 Epoch 2/10:  33%|███▎      | 406/1239 [03:23<02:04,  6.71it/s, Loss=0.6078, Acc=65.26%]
Phase1 Epoch 2/10:  33%|███▎      | 406/1239 [03:23<02:04,  6.71it/s, Loss=0.6080, Acc=65.26%]
Phase1 Epoch 2/10:  33%|███▎      | 407/1239 [03:23<02:06,  6.56it/s, Loss=0.6080, Acc=65.26%]
Phase1 Epoch 2/10:  33%|███▎      | 407/1239 [03:24<02:06,  6.56it/s, Loss=0.6078, Acc=65.28%]
Phase1 Epoch 2/10:  33%|███▎      | 408/1239 [03:24<02:05,  6.61it/s, Loss=0.6078, Acc=65.28%]
Phase1 Epoch 2/10:  33%|███▎      | 408/1239 [03:24<02:05,  6.61it/s, Loss=0.6078, Acc=65.28%]
Phase1 Epoch 2/10:  33%|███▎      | 409/1239 [03:24<02:02,  6.75it/s, Loss=0.6078, Acc=65.28%]
Phase1 Epoch 2/10:  33%|███▎      | 409/1239 [03:24<02:02,  6.75it/s, Loss=0.6080, Acc=65.25%]
Phase1 Epoch 2/10:  33%|███▎      | 410/1239 [03:24<02:05,  6.62it/s, Loss=0.6080, Acc=65.25%]
Phase1 Epoch 2/10:  33%|███▎      | 410/1239 [03:24<02:05,  6.62it/s, Loss=0.6079, Acc=65.26%]
Phase1 Epoch 2/10:  33%|███▎      | 411/1239 [03:24<02:03,  6.70it/s, Loss=0.6079, Acc=65.26%]
Phase1 Epoch 2/10:  33%|███▎      | 411/1239 [03:24<02:03,  6.70it/s, Loss=0.6077, Acc=65.29%]
Phase1 Epoch 2/10:  33%|███▎      | 412/1239 [03:24<02:02,  6.74it/s, Loss=0.6077, Acc=65.29%]
Phase1 Epoch 2/10:  33%|███▎      | 412/1239 [03:24<02:02,  6.74it/s, Loss=0.6076, Acc=65.28%]
Phase1 Epoch 2/10:  33%|███▎      | 413/1239 [03:24<02:06,  6.54it/s, Loss=0.6076, Acc=65.28%]
Phase1 Epoch 2/10:  33%|███▎      | 413/1239 [03:25<02:06,  6.54it/s, Loss=0.6076, Acc=65.27%]
Phase1 Epoch 2/10:  33%|███▎      | 414/1239 [03:25<02:04,  6.60it/s, Loss=0.6076, Acc=65.27%]
Phase1 Epoch 2/10:  33%|███▎      | 414/1239 [03:25<02:04,  6.60it/s, Loss=0.6073, Acc=65.31%]
Phase1 Epoch 2/10:  33%|███▎      | 415/1239 [03:25<02:02,  6.73it/s, Loss=0.6073, Acc=65.31%]
Phase1 Epoch 2/10:  33%|███▎      | 415/1239 [03:25<02:02,  6.73it/s, Loss=0.6074, Acc=65.29%]
Phase1 Epoch 2/10:  34%|███▎      | 416/1239 [03:25<02:05,  6.55it/s, Loss=0.6074, Acc=65.29%]
Phase1 Epoch 2/10:  34%|███▎      | 416/1239 [03:25<02:05,  6.55it/s, Loss=0.6076, Acc=65.25%]
Phase1 Epoch 2/10:  34%|███▎      | 417/1239 [03:25<01:58,  6.94it/s, Loss=0.6076, Acc=65.25%]
Phase1 Epoch 2/10:  34%|███▎      | 417/1239 [03:25<01:58,  6.94it/s, Loss=0.6075, Acc=65.27%]
Phase1 Epoch 2/10:  34%|███▎      | 418/1239 [03:25<01:56,  7.06it/s, Loss=0.6075, Acc=65.27%]
Phase1 Epoch 2/10:  34%|███▎      | 418/1239 [03:25<01:56,  7.06it/s, Loss=0.6075, Acc=65.26%]
Phase1 Epoch 2/10:  34%|███▍      | 419/1239 [03:25<02:02,  6.67it/s, Loss=0.6075, Acc=65.26%]
Phase1 Epoch 2/10:  34%|███▍      | 419/1239 [03:25<02:02,  6.67it/s, Loss=0.6074, Acc=65.26%]
Phase1 Epoch 2/10:  34%|███▍      | 420/1239 [03:25<02:00,  6.80it/s, Loss=0.6074, Acc=65.26%]
Phase1 Epoch 2/10:  34%|███▍      | 420/1239 [03:26<02:00,  6.80it/s, Loss=0.6074, Acc=65.25%]
Phase1 Epoch 2/10:  34%|███▍      | 421/1239 [03:26<01:59,  6.87it/s, Loss=0.6074, Acc=65.25%]
Phase1 Epoch 2/10:  34%|███▍      | 421/1239 [03:26<01:59,  6.87it/s, Loss=0.6072, Acc=65.25%]
Phase1 Epoch 2/10:  34%|███▍      | 422/1239 [03:26<02:03,  6.61it/s, Loss=0.6072, Acc=65.25%]
Phase1 Epoch 2/10:  34%|███▍      | 422/1239 [03:26<02:03,  6.61it/s, Loss=0.6071, Acc=65.27%]
Phase1 Epoch 2/10:  34%|███▍      | 423/1239 [03:26<02:00,  6.76it/s, Loss=0.6071, Acc=65.27%]
Phase1 Epoch 2/10:  34%|███▍      | 423/1239 [03:26<02:00,  6.76it/s, Loss=0.6067, Acc=65.30%]
Phase1 Epoch 2/10:  34%|███▍      | 424/1239 [03:26<01:59,  6.80it/s, Loss=0.6067, Acc=65.30%]
Phase1 Epoch 2/10:  34%|███▍      | 424/1239 [03:26<01:59,  6.80it/s, Loss=0.6066, Acc=65.30%]
Phase1 Epoch 2/10:  34%|███▍      | 425/1239 [03:26<02:04,  6.54it/s, Loss=0.6066, Acc=65.30%]
Phase1 Epoch 2/10:  34%|███▍      | 425/1239 [03:26<02:04,  6.54it/s, Loss=0.6070, Acc=65.27%]
Phase1 Epoch 2/10:  34%|███▍      | 426/1239 [03:26<02:01,  6.70it/s, Loss=0.6070, Acc=65.27%]
Phase1 Epoch 2/10:  34%|███▍      | 426/1239 [03:26<02:01,  6.70it/s, Loss=0.6070, Acc=65.27%]
Phase1 Epoch 2/10:  34%|███▍      | 427/1239 [03:26<02:00,  6.72it/s, Loss=0.6070, Acc=65.27%]
Phase1 Epoch 2/10:  34%|███▍      | 427/1239 [03:27<02:00,  6.72it/s, Loss=0.6071, Acc=65.27%]
Phase1 Epoch 2/10:  35%|███▍      | 428/1239 [03:27<02:03,  6.57it/s, Loss=0.6071, Acc=65.27%]
Phase1 Epoch 2/10:  35%|███▍      | 428/1239 [03:27<02:03,  6.57it/s, Loss=0.6071, Acc=65.28%]
Phase1 Epoch 2/10:  35%|███▍      | 429/1239 [03:27<02:00,  6.72it/s, Loss=0.6071, Acc=65.28%]
Phase1 Epoch 2/10:  35%|███▍      | 429/1239 [03:27<02:00,  6.72it/s, Loss=0.6069, Acc=65.30%]
Phase1 Epoch 2/10:  35%|███▍      | 430/1239 [03:27<02:02,  6.60it/s, Loss=0.6069, Acc=65.30%]
Phase1 Epoch 2/10:  35%|███▍      | 430/1239 [03:27<02:02,  6.60it/s, Loss=0.6068, Acc=65.31%]
Phase1 Epoch 2/10:  35%|███▍      | 431/1239 [03:27<02:02,  6.59it/s, Loss=0.6068, Acc=65.31%]
Phase1 Epoch 2/10:  35%|███▍      | 431/1239 [03:27<02:02,  6.59it/s, Loss=0.6069, Acc=65.31%]
Phase1 Epoch 2/10:  35%|███▍      | 432/1239 [03:27<01:59,  6.76it/s, Loss=0.6069, Acc=65.31%]
Phase1 Epoch 2/10:  35%|███▍      | 432/1239 [03:27<01:59,  6.76it/s, Loss=0.6070, Acc=65.31%]
Phase1 Epoch 2/10:  35%|███▍      | 433/1239 [03:27<02:02,  6.56it/s, Loss=0.6070, Acc=65.31%]
Phase1 Epoch 2/10:  35%|███▍      | 433/1239 [03:27<02:02,  6.56it/s, Loss=0.6074, Acc=65.29%]
Phase1 Epoch 2/10:  35%|███▌      | 434/1239 [03:27<02:01,  6.62it/s, Loss=0.6074, Acc=65.29%]
Phase1 Epoch 2/10:  35%|███▌      | 434/1239 [03:28<02:01,  6.62it/s, Loss=0.6073, Acc=65.31%]
Phase1 Epoch 2/10:  35%|███▌      | 435/1239 [03:28<01:59,  6.74it/s, Loss=0.6073, Acc=65.31%]
Phase1 Epoch 2/10:  35%|███▌      | 435/1239 [03:28<01:59,  6.74it/s, Loss=0.6070, Acc=65.33%]
Phase1 Epoch 2/10:  35%|███▌      | 436/1239 [03:28<02:01,  6.59it/s, Loss=0.6070, Acc=65.33%]
Phase1 Epoch 2/10:  35%|███▌      | 436/1239 [03:28<02:01,  6.59it/s, Loss=0.6071, Acc=65.30%]
Phase1 Epoch 2/10:  35%|███▌      | 437/1239 [03:28<02:00,  6.67it/s, Loss=0.6071, Acc=65.30%]
Phase1 Epoch 2/10:  35%|███▌      | 437/1239 [03:28<02:00,  6.67it/s, Loss=0.6071, Acc=65.29%]
Phase1 Epoch 2/10:  35%|███▌      | 438/1239 [03:28<01:59,  6.73it/s, Loss=0.6071, Acc=65.29%]
Phase1 Epoch 2/10:  35%|███▌      | 438/1239 [03:28<01:59,  6.73it/s, Loss=0.6072, Acc=65.28%]
Phase1 Epoch 2/10:  35%|███▌      | 439/1239 [03:28<02:03,  6.48it/s, Loss=0.6072, Acc=65.28%]
Phase1 Epoch 2/10:  35%|███▌      | 439/1239 [03:28<02:03,  6.48it/s, Loss=0.6073, Acc=65.25%]
Phase1 Epoch 2/10:  36%|███▌      | 440/1239 [03:28<02:01,  6.60it/s, Loss=0.6073, Acc=65.25%]
Phase1 Epoch 2/10:  36%|███▌      | 440/1239 [03:29<02:01,  6.60it/s, Loss=0.6073, Acc=65.24%]
Phase1 Epoch 2/10:  36%|███▌      | 441/1239 [03:29<01:58,  6.74it/s, Loss=0.6073, Acc=65.24%]
Phase1 Epoch 2/10:  36%|███▌      | 441/1239 [03:29<01:58,  6.74it/s, Loss=0.6073, Acc=65.22%]
Phase1 Epoch 2/10:  36%|███▌      | 442/1239 [03:29<02:03,  6.44it/s, Loss=0.6073, Acc=65.22%]
Phase1 Epoch 2/10:  36%|███▌      | 442/1239 [03:29<02:03,  6.44it/s, Loss=0.6073, Acc=65.22%]
Phase1 Epoch 2/10:  36%|███▌      | 443/1239 [03:29<02:01,  6.58it/s, Loss=0.6073, Acc=65.22%]
Phase1 Epoch 2/10:  36%|███▌      | 443/1239 [03:29<02:01,  6.58it/s, Loss=0.6073, Acc=65.22%]
Phase1 Epoch 2/10:  36%|███▌      | 444/1239 [03:29<01:58,  6.71it/s, Loss=0.6073, Acc=65.22%]
Phase1 Epoch 2/10:  36%|███▌      | 444/1239 [03:29<01:58,  6.71it/s, Loss=0.6074, Acc=65.22%]
Phase1 Epoch 2/10:  36%|███▌      | 445/1239 [03:29<02:01,  6.56it/s, Loss=0.6074, Acc=65.22%]
Phase1 Epoch 2/10:  36%|███▌      | 445/1239 [03:29<02:01,  6.56it/s, Loss=0.6072, Acc=65.26%]
Phase1 Epoch 2/10:  36%|███▌      | 446/1239 [03:29<02:01,  6.55it/s, Loss=0.6072, Acc=65.26%]
Phase1 Epoch 2/10:  36%|███▌      | 446/1239 [03:29<02:01,  6.55it/s, Loss=0.6069, Acc=65.28%]
Phase1 Epoch 2/10:  36%|███▌      | 447/1239 [03:29<01:58,  6.67it/s, Loss=0.6069, Acc=65.28%]
Phase1 Epoch 2/10:  36%|███▌      | 447/1239 [03:30<01:58,  6.67it/s, Loss=0.6068, Acc=65.28%]
Phase1 Epoch 2/10:  36%|███▌      | 448/1239 [03:30<02:01,  6.50it/s, Loss=0.6068, Acc=65.28%]
Phase1 Epoch 2/10:  36%|███▌      | 448/1239 [03:30<02:01,  6.50it/s, Loss=0.6067, Acc=65.31%]
Phase1 Epoch 2/10:  36%|███▌      | 449/1239 [03:30<01:59,  6.61it/s, Loss=0.6067, Acc=65.31%]
Phase1 Epoch 2/10:  36%|███▌      | 449/1239 [03:30<01:59,  6.61it/s, Loss=0.6070, Acc=65.28%]
Phase1 Epoch 2/10:  36%|███▋      | 450/1239 [03:30<01:57,  6.73it/s, Loss=0.6070, Acc=65.28%]
Phase1 Epoch 2/10:  36%|███▋      | 450/1239 [03:30<01:57,  6.73it/s, Loss=0.6069, Acc=65.30%]
Phase1 Epoch 2/10:  36%|███▋      | 451/1239 [03:30<01:59,  6.59it/s, Loss=0.6069, Acc=65.30%]
Phase1 Epoch 2/10:  36%|███▋      | 451/1239 [03:30<01:59,  6.59it/s, Loss=0.6069, Acc=65.29%]
Phase1 Epoch 2/10:  36%|███▋      | 452/1239 [03:30<01:58,  6.64it/s, Loss=0.6069, Acc=65.29%]
Phase1 Epoch 2/10:  36%|███▋      | 452/1239 [03:30<01:58,  6.64it/s, Loss=0.6068, Acc=65.29%]
Phase1 Epoch 2/10:  37%|███▋      | 453/1239 [03:30<01:56,  6.73it/s, Loss=0.6068, Acc=65.29%]
Phase1 Epoch 2/10:  37%|███▋      | 453/1239 [03:31<01:56,  6.73it/s, Loss=0.6067, Acc=65.32%]
Phase1 Epoch 2/10:  37%|███▋      | 454/1239 [03:31<01:59,  6.59it/s, Loss=0.6067, Acc=65.32%]
Phase1 Epoch 2/10:  37%|███▋      | 454/1239 [03:31<01:59,  6.59it/s, Loss=0.6066, Acc=65.32%]
Phase1 Epoch 2/10:  37%|███▋      | 455/1239 [03:31<01:58,  6.62it/s, Loss=0.6066, Acc=65.32%]
Phase1 Epoch 2/10:  37%|███▋      | 455/1239 [03:31<01:58,  6.62it/s, Loss=0.6063, Acc=65.34%]
Phase1 Epoch 2/10:  37%|███▋      | 456/1239 [03:31<01:56,  6.72it/s, Loss=0.6063, Acc=65.34%]
Phase1 Epoch 2/10:  37%|███▋      | 456/1239 [03:31<01:56,  6.72it/s, Loss=0.6062, Acc=65.37%]
Phase1 Epoch 2/10:  37%|███▋      | 457/1239 [03:31<02:00,  6.49it/s, Loss=0.6062, Acc=65.37%]
Phase1 Epoch 2/10:  37%|███▋      | 457/1239 [03:31<02:00,  6.49it/s, Loss=0.6064, Acc=65.35%]
Phase1 Epoch 2/10:  37%|███▋      | 458/1239 [03:31<01:58,  6.56it/s, Loss=0.6064, Acc=65.35%]
Phase1 Epoch 2/10:  37%|███▋      | 458/1239 [03:31<01:58,  6.56it/s, Loss=0.6064, Acc=65.34%]
Phase1 Epoch 2/10:  37%|███▋      | 459/1239 [03:31<01:57,  6.66it/s, Loss=0.6064, Acc=65.34%]
Phase1 Epoch 2/10:  37%|███▋      | 459/1239 [03:31<01:57,  6.66it/s, Loss=0.6063, Acc=65.36%]
Phase1 Epoch 2/10:  37%|███▋      | 460/1239 [03:31<02:00,  6.49it/s, Loss=0.6063, Acc=65.36%]
Phase1 Epoch 2/10:  37%|███▋      | 460/1239 [03:32<02:00,  6.49it/s, Loss=0.6061, Acc=65.37%]
Phase1 Epoch 2/10:  37%|███▋      | 461/1239 [03:32<01:58,  6.58it/s, Loss=0.6061, Acc=65.37%]
Phase1 Epoch 2/10:  37%|███▋      | 461/1239 [03:32<01:58,  6.58it/s, Loss=0.6061, Acc=65.38%]
Phase1 Epoch 2/10:  37%|███▋      | 462/1239 [03:32<01:52,  6.92it/s, Loss=0.6061, Acc=65.38%]
Phase1 Epoch 2/10:  37%|███▋      | 462/1239 [03:32<01:52,  6.92it/s, Loss=0.6060, Acc=65.38%]
Phase1 Epoch 2/10:  37%|███▋      | 463/1239 [03:32<02:00,  6.46it/s, Loss=0.6060, Acc=65.38%]
Phase1 Epoch 2/10:  37%|███▋      | 463/1239 [03:32<02:00,  6.46it/s, Loss=0.6063, Acc=65.36%]
Phase1 Epoch 2/10:  37%|███▋      | 464/1239 [03:32<01:57,  6.60it/s, Loss=0.6063, Acc=65.36%]
Phase1 Epoch 2/10:  37%|███▋      | 464/1239 [03:32<01:57,  6.60it/s, Loss=0.6060, Acc=65.36%]
Phase1 Epoch 2/10:  38%|███▊      | 465/1239 [03:32<01:54,  6.74it/s, Loss=0.6060, Acc=65.36%]
Phase1 Epoch 2/10:  38%|███▊      | 465/1239 [03:32<01:54,  6.74it/s, Loss=0.6062, Acc=65.38%]
Phase1 Epoch 2/10:  38%|███▊      | 466/1239 [03:32<01:59,  6.48it/s, Loss=0.6062, Acc=65.38%]
Phase1 Epoch 2/10:  38%|███▊      | 466/1239 [03:32<01:59,  6.48it/s, Loss=0.6067, Acc=65.36%]
Phase1 Epoch 2/10:  38%|███▊      | 467/1239 [03:32<01:56,  6.62it/s, Loss=0.6067, Acc=65.36%]
Phase1 Epoch 2/10:  38%|███▊      | 467/1239 [03:33<01:56,  6.62it/s, Loss=0.6068, Acc=65.37%]
Phase1 Epoch 2/10:  38%|███▊      | 468/1239 [03:33<01:54,  6.72it/s, Loss=0.6068, Acc=65.37%]
Phase1 Epoch 2/10:  38%|███▊      | 468/1239 [03:33<01:54,  6.72it/s, Loss=0.6072, Acc=65.33%]
Phase1 Epoch 2/10:  38%|███▊      | 469/1239 [03:33<01:57,  6.57it/s, Loss=0.6072, Acc=65.33%]
Phase1 Epoch 2/10:  38%|███▊      | 469/1239 [03:33<01:57,  6.57it/s, Loss=0.6072, Acc=65.33%]
Phase1 Epoch 2/10:  38%|███▊      | 470/1239 [03:33<01:52,  6.81it/s, Loss=0.6072, Acc=65.33%]
Phase1 Epoch 2/10:  38%|███▊      | 470/1239 [03:33<01:52,  6.81it/s, Loss=0.6071, Acc=65.38%]
Phase1 Epoch 2/10:  38%|███▊      | 471/1239 [03:33<01:47,  7.16it/s, Loss=0.6071, Acc=65.38%]
Phase1 Epoch 2/10:  38%|███▊      | 471/1239 [03:33<01:47,  7.16it/s, Loss=0.6069, Acc=65.40%]
Phase1 Epoch 2/10:  38%|███▊      | 472/1239 [03:33<01:57,  6.53it/s, Loss=0.6069, Acc=65.40%]
Phase1 Epoch 2/10:  38%|███▊      | 472/1239 [03:33<01:57,  6.53it/s, Loss=0.6071, Acc=65.39%]
Phase1 Epoch 2/10:  38%|███▊      | 473/1239 [03:33<01:55,  6.61it/s, Loss=0.6071, Acc=65.39%]
Phase1 Epoch 2/10:  38%|███▊      | 473/1239 [03:34<01:55,  6.61it/s, Loss=0.6073, Acc=65.36%]
Phase1 Epoch 2/10:  38%|███▊      | 474/1239 [03:34<01:51,  6.83it/s, Loss=0.6073, Acc=65.36%]
Phase1 Epoch 2/10:  38%|███▊      | 474/1239 [03:34<01:51,  6.83it/s, Loss=0.6072, Acc=65.36%]
Phase1 Epoch 2/10:  38%|███▊      | 475/1239 [03:34<01:59,  6.40it/s, Loss=0.6072, Acc=65.36%]
Phase1 Epoch 2/10:  38%|███▊      | 475/1239 [03:34<01:59,  6.40it/s, Loss=0.6069, Acc=65.38%]
Phase1 Epoch 2/10:  38%|███▊      | 476/1239 [03:34<01:56,  6.58it/s, Loss=0.6069, Acc=65.38%]
Phase1 Epoch 2/10:  38%|███▊      | 476/1239 [03:34<01:56,  6.58it/s, Loss=0.6067, Acc=65.38%]
Phase1 Epoch 2/10:  38%|███▊      | 477/1239 [03:34<01:53,  6.72it/s, Loss=0.6067, Acc=65.38%]
Phase1 Epoch 2/10:  38%|███▊      | 477/1239 [03:34<01:53,  6.72it/s, Loss=0.6070, Acc=65.37%]
Phase1 Epoch 2/10:  39%|███▊      | 478/1239 [03:34<01:56,  6.51it/s, Loss=0.6070, Acc=65.37%]
Phase1 Epoch 2/10:  39%|███▊      | 478/1239 [03:34<01:56,  6.51it/s, Loss=0.6070, Acc=65.36%]
Phase1 Epoch 2/10:  39%|███▊      | 479/1239 [03:34<01:56,  6.55it/s, Loss=0.6070, Acc=65.36%]
Phase1 Epoch 2/10:  39%|███▊      | 479/1239 [03:34<01:56,  6.55it/s, Loss=0.6073, Acc=65.34%]
Phase1 Epoch 2/10:  39%|███▊      | 480/1239 [03:34<01:53,  6.67it/s, Loss=0.6073, Acc=65.34%]
Phase1 Epoch 2/10:  39%|███▊      | 480/1239 [03:35<01:53,  6.67it/s, Loss=0.6073, Acc=65.35%]
Phase1 Epoch 2/10:  39%|███▉      | 481/1239 [03:35<02:02,  6.17it/s, Loss=0.6073, Acc=65.35%]
Phase1 Epoch 2/10:  39%|███▉      | 481/1239 [03:35<02:02,  6.17it/s, Loss=0.6073, Acc=65.35%]
Phase1 Epoch 2/10:  39%|███▉      | 482/1239 [03:35<02:32,  4.95it/s, Loss=0.6073, Acc=65.35%]
Phase1 Epoch 2/10:  39%|███▉      | 482/1239 [03:35<02:32,  4.95it/s, Loss=0.6079, Acc=65.31%]
Phase1 Epoch 2/10:  39%|███▉      | 483/1239 [03:35<02:18,  5.48it/s, Loss=0.6079, Acc=65.31%]
Phase1 Epoch 2/10:  39%|███▉      | 483/1239 [03:35<02:18,  5.48it/s, Loss=0.6080, Acc=65.29%]
Phase1 Epoch 2/10:  39%|███▉      | 484/1239 [03:35<02:21,  5.33it/s, Loss=0.6080, Acc=65.29%]
Phase1 Epoch 2/10:  39%|███▉      | 484/1239 [03:35<02:21,  5.33it/s, Loss=0.6082, Acc=65.26%]
Phase1 Epoch 2/10:  39%|███▉      | 485/1239 [03:35<02:08,  5.87it/s, Loss=0.6082, Acc=65.26%]
Phase1 Epoch 2/10:  39%|███▉      | 485/1239 [03:36<02:08,  5.87it/s, Loss=0.6080, Acc=65.28%]
Phase1 Epoch 2/10:  39%|███▉      | 486/1239 [03:36<02:06,  5.96it/s, Loss=0.6080, Acc=65.28%]
Phase1 Epoch 2/10:  39%|███▉      | 486/1239 [03:36<02:06,  5.96it/s, Loss=0.6079, Acc=65.30%]
Phase1 Epoch 2/10:  39%|███▉      | 487/1239 [03:36<02:01,  6.18it/s, Loss=0.6079, Acc=65.30%]
Phase1 Epoch 2/10:  39%|███▉      | 487/1239 [03:36<02:01,  6.18it/s, Loss=0.6078, Acc=65.32%]
Phase1 Epoch 2/10:  39%|███▉      | 488/1239 [03:36<01:57,  6.37it/s, Loss=0.6078, Acc=65.32%]
Phase1 Epoch 2/10:  39%|███▉      | 488/1239 [03:36<01:57,  6.37it/s, Loss=0.6075, Acc=65.34%]
Phase1 Epoch 2/10:  39%|███▉      | 489/1239 [03:36<01:59,  6.29it/s, Loss=0.6075, Acc=65.34%]
